text,label,novel
i enjoy staying with a high quality brand and now i want a new computer with a good fingerprint sensor and a large amount of storage.,1,0
"i am changing my computer of many years to a thinner, lighter and sleeker version.",1,0
"as a college student, i need a computer that has a large memory and high speed.",1,0
i am not a computer savvy and i want a computer that is easy to use.,1,0
i dislike bloatware so it's better to be none of them.,1,0
"i need to change to a new computer and i want it to have high portability, good display and good battery life.",1,0
i don't have a big budget so i need a computer that comes with a good price.,1,0
i need a fast computer to get my things done quickly.,1,0
i am looking for a new computer that has a sharp screen and a fast hard drive.,1,0
i need a computer with long battery life.,1,0
i need a new computer that is light and thin with the greatest screen size.,1,0
i want a computer with high performance-cost ratio.,1,0
i got to use a lot of graphics and processing-heavy programmes so i hope the computer has no issues with them.,1,0
i am saving money so i want a well priced computer.,1,0
i am finding a new computer that has a high performance-cost ratio.,1,0
i am trying to change my perfence in branding and i need a light computer.,1,0
i am changing from desktop to laptop and i want one that bootup fast with a quiet fan.,1,0
i am a teacher and i need the computer to look top notch.,1,0
"for the money i paid, i hope it come back with a high quality computer.",1,0
i need a definite improvement from my old laptop and i want to be fast without much bloatware.,1,0
"i focus on the appearance of a laptop that it should be sleek, nice looking and light.",1,0
i need a good gaming laptop.,1,0
i do a lot of research online and i am finding a new computer with a reasonable price.,1,0
i need a light computer so i can carry it around.,1,0
i need a computer with good specs.,1,0
i want the computer to provide great performance with games and stay cool while playing.,1,0
"for the specs, i specifically need a near-full-size keyboard and a non-glossy screen.",1,0
i would like to have a light and fast computer.,1,0
i know a lot of things about computer and i am now finding a economical computer for myself.,1,0
i need the computer to be within reasonable price.,1,0
speed is what i consider when purchasing a new computer.,1,0
i like computers with sleek design.,1,0
i am not into waiting so i need a computer that do fast bootup.,1,0
i need the computer to be big for me with a nice sound output.,1,0
i enjoy playing games and i want a new laptop that is good for gaming with a great price.,1,0
i have limited budget on my new computer so it should have a great price.,1,0
"i am finding a new laptop that is solid, quick and economical.",1,0
i don't have much requirement on my new computer but i want it to be easy to setup.,1,0
i don't have much criteria for my new computer.,1,0
i need the best use of my money on a good computer.,1,0
a computer with high performance-cost ratio is what i need.,1,0
i want a computer that bring up my application quickly and i can work on a large screen with sharp imaging.,1,0
i need the computer to be light enough that i can carry it around.,1,0
i look into various factors while buying my new computer.,1,0
i want a compact computer which can do fast browsing.,1,0
i expect to see some good pictures on the screen.,1,0
i want to computer to have a low price.,1,0
i am looking for a different brand from my current computer which would be fast and well priced.,1,0
i am finding myself a new laptop that is cheap and fast.,1,0
"my old computer needs replacement and i want the new computer to come with a quiet keyboard and well spaced, sized keys.",1,0
my husband has to go for business trip so he needs a laptop with perfect size.,1,0
i have got some expectations on my new computer as i need an amazing monitor and a good keyboard.,1,0
i do streaming and gaming so i am finding a new laptop that does perfectly in both aspects.,1,0
i need a great computer for work that comes with a high performance-cost ratio.,1,0
a good hard disk with a reasonable price is what i need.,1,0
"i am finding a replacement for my old computer and i want a new one that run games perfectly and incredibly fast, but with a great price.",1,0
i need a new computer to support my work that is solidly built with low cost.,1,0
my old computer is too slow and heavy so i need a new one.,1,0
i do coding and i want a computer with a nicely-spaced backlit keyboard with quiet keys.,1,0
a cool computer which can run fast is what i need.,1,0
i want to have a new computer that is light and fast with a good screen size.,1,0
my old computer doesn't work for me anymore so i need a new one with decent touch screen and sound.,1,0
i need a fast computer with high performance-cost ratio.,1,0
my old computer doesn't work for me anymore and i need a responsive one with high performance-cost ratio.,1,0
my old computer needs replacement and the new one should come with good speakers and video quality with a low cost.,1,0
i need a computer that has solid performance with reasonable price.,1,0
i want a computer with high speed and a tiny power adapter.,1,0
i am finding some recommendations for a new computer that is fast and have both nice cooling system and battery life.,1,0
"my dream computer would the one with marvellous design, pleasing audio system and amazing specs.",1,0
my old computer is not working and i need a new with good size and colour.,1,0
i would like to have a sleek design for my next computer.,1,0
i would look into the specs the computer comes with so it should have a large hard drive and a decent ram.,1,0
i used to use pcs but now i want a laptop with good hardware.,1,0
the computer i want should have excellent thermals and graphics.,1,0
i am finding the best computer with the most reasonable price that can run games smoothly.,1,0
i look into many reviews and all i want is a computer that is hast and cheap.,1,0
my wife and i want to change the computer of our home and we are finding a computer that works quietly and fast.,1,0
i am finding a fast computer that runs smoothly.,1,0
i want a fast computer with a good shell.,1,0
i am finding a new computer that the keyboard is nice looking and comfortable.,1,0
i need a good computer with good price.,1,0
i want a computer that is lightweight and fast.,1,0
the money i paid should be exchanged for the best computer.,1,0
i would have no complaints as long as the new computer would start up in seconds.,1,0
i need a computer within my budget.,1,0
my old computer died so i need a new one immdiately with good picture and sound in a right price.,1,0
i would use the laptop on a daily basis and there should be a lot of ram.,1,0
a well-priced computer would be perfect for me.,1,0
i want to have the best use of the money i would spend on the computer.,1,0
i need a new computer for myself that is light but has a huge screen with decent graphics.,1,0
"my old computer doesn't serve me anymore and i am getting myself a new one with good specs, good design and good build quality.",1,0
i work for a long time so the battery life should be long enough to support my work.,1,0
i cannot play certain games with my friend on my old computer so i need a new laptop that play games well and stay in a good price.,1,0
i need to replace my old computer and i need the new one to be cost effective with a big screen.,1,0
i want to try something new that come with a cool touchscreen and sturdy hinges.,1,0
i want to gift a nicely priced computer to my brother-in-law.,1,0
i am finding myself a new computer that is sturdy with great body colour.,1,0
i need a computer with impressing build.,1,0
illuminated keyboard seems cool to me.,1,0
i don't have a huge budget so i need a computer with a good price.,1,0
"i do create art in photoshop, and as a result i need a computer that can handle large files perfectly.",1,0
i am sensitive to sound so i want the best sound quality on my computer.,1,0
i would look carefully with all the specs that come with the computer and i want it to boot up fast with a great price.,1,0
a light computer is what i need.,1,0
i want a computer with good screen and fast booting.,1,0
i would have the tablet for office use so it should be easy to use.,1,0
i am buying a laptop for my son so that he can play games with no problem.,1,0
i am finding a new laptop for gaming and a short boot up time is expected.,1,0
i am buying myself a new computer that is fast and built solidly.,1,0
i am getting into gaming laptop so i want one that runs most games smoothly with good specs.,1,0
the computer should be light for me to carry it around.,1,0
i am going to purchase a new computer on black friday so what i want is a computer that play games well in a low cost.,1,0
i need a computer with great screen.,1,0
i want an amazing touch pad for my computer.,1,0
i am finding a fast computer with an awesome screen.,1,0
i would not expect too much for a mid-range computer and all i want is powerful graphic card and backlit keyboard.,1,0
i need an economical laptop for my new york trip so it should have a long battery life to stay within the flight.,1,0
i am finding a laptop for myself that is superfast and light.,1,0
i want a fast computer.,1,0
a nice fingerprint scanner should be included in my new computer.,1,0
i want something that is simple to use because i don't know much about laptops.,1,0
i want the computer to perform well in games and be perfect for upgraders.,1,0
i want the computer to be light enough for me to carry it around.,1,0
i am planning to replace my old computer and the new one should come with high performance-cost ratio.,1,0
i want a quick laptop with amazing display.,1,0
i want a powerful computer to come with a low price.,1,0
i am using the laptop for small projects and i hope it has an appealing design and litup and easy-to-type keyboard.,1,0
i need to have a decent computer with a decent price.,1,0
i need a slim computer with high screen resolution but come with a reasonable price.,1,0
i do a lot of typing work so i hope the surface would be comfortable to rest my hands on.,1,0
i try to stick to one brand and i am finding a new one with a crisp screen and fast cpu.,1,0
quality and price must be balanced for my new computer.,1,0
i need a computer which can be opened as soon as possible and have strong wireless connection.,1,0
i do the computer for school work and i want it to come with slicky trackpad and good keyboard layout.,1,0
my old computer needs replacement and i hope the new one comes with great specs and run smoothly.,1,0
i need a computer for my work and i want it to be light and easy to carry for my meetings.,1,0
the build quality has to be awesome in my computer.,1,0
i do a lot of typing at night so a backlit keyboard would help me a lot.,1,0
i am changing to a new computer and i want to come with amazing speakers and comfortable keyboard.,1,0
i am buying a new computer for myself on black friday and i want it to play games well.,1,0
i checked many computers on amazon and i want to find one with high performance-cost ratio.,1,0
my old computer is not that up-to-date and i need a lighter one with a good keyboard and a good touchpad.,1,0
my old computer died suddenly and i need a new one that is fast and economical.,1,0
i would be happy to receive a quality computer with my money paid.,1,0
i don't want an overheated computer so the cooling system should be quiet and efficient.,1,0
i love computer with great design.,1,0
i want the computer to run smoothly.,1,0
i don't want to borrow my husband's computer everytime i need it so i am finding myself a new computer with a nice hard drive.,1,0
my son wants a computer that has cool colours on keyboard.,1,0
i need a new computer with high performance-cost ratio immediately because my old one is not working.,1,0
i enjoy surfing the internet with no cords needed in a good price.,1,0
my old computer needs replacement and i need the new one to have great display and stylish look.,1,0
i am planning to find a new laptop that has a good processor and build well.,1,0
our homeschooled kids need some computers with large screen for learning.,1,0
i don't work on my old computer nowadays and i need a computer with bigger keys and better keyboard.,1,0
i did a lot of research and found out having a sharp display is critical to me.,1,0
our mechanic said he needs a laptop that has a high performance-cost ratio.,1,0
i care about the feel so the computer should be solid enough.,1,0
i need a cheap computer with solid build quality and awesome cooling system.,1,0
i need a really fast computer.,1,0
i want to play games on my new computer so it should response quickly.,1,0
my old computer is too slow so i want a new one.,1,0
i am a student and i am finding an affordable computer that looks great.,1,0
i am planning to buy a laptop for my son and he wants it to be lightweight and nice looking.,1,0
a fast computer with a great price would be what i want.,1,0
my husband wants a faster computer that his current one.,1,0
i want a computer that is well designed.,1,0
"i want a computer with a high performance-cost ratio, yet it should have efficient cooling and run quietly.",1,0
i am buying a new computer for my relative and he needs a good cpu to play games well.,1,0
i need a replacement of my old computer that has a modern design and a nice screen.,1,0
"i work all time on computer so i am finding a new laptop that is fast, sleek and flat.",1,0
i like computer with nice colour.,1,0
"as a college student, i need a great computer with an amazing price.",1,0
i am in need of a new computer that comes with great battery.,1,0
i would use the laptop for my graphic design classes so i want it to be lightweight and sturdy for me to bring it to class.,1,0
i am buying a laptop for video editing and so a large ssd is necessary.,1,0
i want a aesthetically beautiful so i would be happy to carry it around.,1,0
i am looking for strong gaming laptop and it should be able to handle demanding games with a good build quality.,1,0
i am finding myself a new computer that has a sharp screen and a good bluetooth connection.,1,0
the computer should have a high performance-cost ratio.,1,0
i am new to laptop so there should be easy installation and loading.,1,0
i need a light computer that holds my 3d programmes well.,1,0
i want the computer to come with a high performance-cost ratio.,1,0
a reasaonably priced computer is what my wife needs.,1,0
my old computer needs replacement and i need a new one with a good screen size and tight and responsive keys.,1,0
the old computer doesn't have a touch screen so there should be one on my new computer.,1,0
i pay attention to gaming experience so i need a new laptop with amazing gaming performance.,1,0
"for a gamer, i need excellent graphics while running my games.",1,0
"i am looking for a new computer with great design, great keyboard and awesome sound output.",1,0
i am finding a budget gaming laptop that a responsive and nicely backlit keyboard is a must.,1,0
my old computer needs replacement and i am finding for a new computer that run games well and is easily upgradable.,1,0
my old laptop isn't working very well and i need a new one that comes with a good price.,1,0
i need to use a laptop out of my office hour so it should have good amount of ram within a limited price.,1,0
my old computer needs replacement and i am finding a thin one with awesome design.,1,0
i don't have a huge budget so the new computer should be cost-effective.,1,0
i don't really have huge budget and all i want is an affordable computer that can play games well.,1,0
i am not affordable to all computers but i want one that is fast and comes with minimal bloatware.,1,0
i need a powerful computer with solid speakers and good built quality.,1,0
i want my future computer to have plenty of storage with a high performance-cost ratio.,1,0
"i am a writer and i am looking for a computer that is fast, quiet and lightweight.",1,0
i draw on my tablet so a style pen is a must.,1,0
some right specs should be installed in the new computer.,1,0
i think design is important to a computer.,1,0
i play games on laptop and i need it to be fast.,1,0
my old computer doesn't perform games well so i need a new one.,1,0
i need a computer that comes with a high performance-cost ratio.,1,0
i cannot spend too much on the computer so i need one with a reasonable price.,1,0
i play tons of games and i am finding one that has good keyboard and trackpad and screen.,1,0
"i go to work via public transportation so it's important for me to have a compact, thin and light laptop.",1,0
i am taking the laptop to school so it must be light and last long.,1,0
i am buying my first laptop and i have thought of some requirement for it.,1,0
i am finding a new computer that runs fast and includes good viewing angles.,1,0
my son has some suggestion for me on the new computer and all i want is a big screen.,1,0
i am finding a work only computer that is fast and has plenty of memory.,1,0
i am finding a budget computer that is portable and cool.,1,0
a light and sturdy computer with a great screen is what i need.,1,0
i do multitasking all the time so it'll be good to be able to split screens on an affordable computer.,1,0
speed is the particular area i look into when purchasing a new computer.,1,0
i need a computer that comes with a slim profile dvd burner.,1,0
a backup laptop is needed and i hope it comes with great specs with low cost.,1,0
my past laptop just died a few days ago and i am in urgent for a computer that is well balanced for the price.,1,0
i like computer that feels classy and sleek.,1,0
i am trying to find a gaming laptop that goes really fast.,1,0
i need a new computer that is fast and well priced.,1,0
a cheap yet powerful computer is what i need.,1,0
now i'm in college and i need a quiet computer to work with.,1,0
my old laptop needs replacement and i need a new one that has beautiful laptop design and accommodating screen size.,1,0
i need a quick and responsive computer.,1,0
i am changing my old computer and i want a new one that is faster and more economical.,1,0
one of my flight attendent mentioned she wanted a light computer.,1,0
my family is going to have a new laptop and we are looking for a fast one with great graphics.,1,0
i need a perfect laptop for my office work in which it should be small and handy.,1,0
i do video editing so a good video card and a fast processor are expected.,1,0
"we need a perfect mobile business laptop and it should be quick, light and thin.",1,0
i am finding myself a nice computer which is fast and nicely designed.,1,0
my previous computer does no good to me so i need a new one that is lightweight with fast startup time and nice keyboard design.,1,0
my old computer is not working and i am finding something that is fast and lightweight.,1,0
i like playing games so games should be able to run fast on the new computer.,1,0
i need a low priced mechine that is easy to setyp and sound greatly.,1,0
i need everything to be fast including the startup and operating.,1,0
a good sound output is necessary.,1,0
i need a new computer for myself that is solidly built and has lots of features.,1,0
i need the computer to have a clean resolution and audio.,1,0
i need a computer to handle my school work so it should run fast.,1,0
i need a light and fast computer.,1,0
"i need a computer which include a cd drive and run fast with wifi, and of course the price should be reasonable.",1,0
i am finding a computer with great price.,1,0
i am finding myself a new computer that is fast and solidly built.,1,0
i have got a number of needs on my new computer so i am hoping for a cheap computer that fits all my needs.,1,0
i need to change my old business laptop and i am finding a model with a smooth keyboard and a nice look.,1,0
i want to have a light and sturdy computer.,1,0
my old computer is too slow and i need a new one.,1,0
i want to have a new computer that handles games well and boots up quickly.,1,0
i want to have a new gaming laptop and i want a nice display to come with it.,1,0
my brother needs a fast computer as his christmas present.,1,0
i enjoy gaming and hope the new computer works great on that.,1,0
"i need a computer come up with the 2018 standard in sound output, keyboard and trackpad.",1,0
"i want to have a new computer for myself and i need to to be sleek, light and easy to use.",1,0
speed is the aspect i look into when purchasing a new computer.,1,0
i am planning an upgrade for my wife and she needs it to be lightweight and fast.,1,0
i want a light laptop which can startup fast.,1,0
"i want to have a new computer that is lightweight, solid and has good specs.",1,0
i don't have much requirements for a new computer but i need it to run fast and setup easily.,1,0
a nice packaging and good looking computer would be nice for me.,1,0
i am looking for a computer that play games well with a reasonable price.,1,0
i hope the price fit with its performance.,1,0
i have been doing a lot of research on computers and i have been longing for a computer that is light and fast.,1,0
"for my meetings, i need a light computer with a long battery life.",1,0
i don't want the computer to be heavy or look dull.,1,0
i need to buy my wife a new computer and she wants it to be run fast and cool.,1,0
i am a performance ethusiatist and so an awesome processor is a must.,1,0
i want a faster computer than my old ones.,1,0
my old computer is too slow so i need a faster and lighter one.,1,0
the computer i want should have a high performance-cost ratio and a comfortable ips panel.,1,0
i like playing games so i hope the new computer can play games at high settings effortlessly.,1,0
i have a lot of things to be done so i need a quick processor on my computer.,1,0
i am finding a solid computer with a lighted charger.,1,0
i need to use my computer whenever i want so it's better to startup fast.,1,0
"my old laptop is not working and i am looking for a new one that is fast, portable and light.",1,0
i need a fast computer with a low budget.,1,0
i don't want the new computer to constantly lag as my previous computer.,1,0
"my old computer doesn't work anymore so i need a new computer with cool graphics, cpu, ram and ports.",1,0
i have been working in the computer industry and i am finding myself a computer with nice build quality and nice finish.,1,0
i can get a cheap computer and upgrade it later on.,1,0
i need a replacement computer that would run mush faster.,1,0
i am findinging myself a better computer with competitive specs and budget price.,1,0
